RoleName,RoleId,Privilege,IsSystemRole
NoCryptoAdmin,-6,DVSwitch.Create,TRUE
NoCryptoAdmin,-6,DVSwitch.Delete,TRUE
NoCryptoAdmin,-6,DVSwitch.HostOp,TRUE
NoCryptoAdmin,-6,DVSwitch.Ipfix,TRUE
NoCryptoAdmin,-6,DVSwitch.Modify,TRUE
NoCryptoAdmin,-6,DVSwitch.Move,TRUE
NoCryptoAdmin,-6,DVSwitch.PolicyOp,TRUE
NoCryptoAdmin,-6,DVSwitch.PortConfig,TRUE
NoCryptoAdmin,-6,DVSwitch.PortSetting,TRUE
NoCryptoAdmin,-6,DVSwitch.ResourceManagement,TRUE
NoCryptoAdmin,-6,DVSwitch.Vspan,TRUE
NoCryptoAdmin,-6,Datacenter.Create,TRUE
NoCryptoAdmin,-6,Datacenter.Delete,TRUE
NoCryptoAdmin,-6,Datacenter.IpPoolConfig,TRUE
NoCryptoAdmin,-6,Datacenter.IpPoolQueryAllocations,TRUE
NoCryptoAdmin,-6,Datacenter.IpPoolReleaseIp,TRUE
NoCryptoAdmin,-6,Datacenter.Move,TRUE
NoCryptoAdmin,-6,Datacenter.Reconfigure,TRUE
NoCryptoAdmin,-6,Datacenter.Rename,TRUE
NoCryptoAdmin,-6,Datacenter.UpdateCarbonInfo,TRUE
NoCryptoAdmin,-6,Datastore.AllocateSpace,TRUE
NoCryptoAdmin,-6,Datastore.Browse,TRUE
NoCryptoAdmin,-6,Datastore.Config,TRUE
NoCryptoAdmin,-6,Datastore.ConfigIOManagement,TRUE
NoCryptoAdmin,-6,Datastore.Delete,TRUE
NoCryptoAdmin,-6,Datastore.DeleteFile,TRUE
NoCryptoAdmin,-6,Datastore.FileManagement,TRUE
NoCryptoAdmin,-6,Datastore.Move,TRUE
